name	mbid
Dovetail	d427b237-a64f-44f6-b6c2-6477cf8e243f
Dr Meaker	c79a2879-32b3-420a-947a-da199e99a1b4
Dreamer	a80e3e45-3ca7-4c76-8915-31b9b20b8c82
EAV	c1a0178b-830c-4d4f-9ce4-89f5e56672dd
EH!DE	3f5ac51d-cab5-4d86-80a2-75ebeea74ed9
Electric Light Orchestra	0c502791-4ee9-4c5f-9696-0602b721ff3b
Elton John	b83bc61f-8451-4a5d-8b8e-7e9ed295e822
Elvis Presley	01809552-4f87-45b0-afff-2c6f0730a3be
Ephixa	d2adf44e-d8ce-4ca2-add8-7c0d8da4abd4
Etta James	e22d2f66-881e-41ca-9356-544697ee5f90
Father John Misty	172053e5-a7fb-4548-a64d-c53858b5e775
Felix Kröcher	033b25ca-ccf9-4b6b-b818-f3f5271476c6
Fettes Brot	733e7372-5400-4c79-9059-33e2b2262d01
FKJ	8ef74994-73f6-459c-a10c-56a16e07b362
Flo Mega	14a421b3-38e3-4185-a58a-fbe221a0ed9d
Four Tet	3bcff06f-675a-451f-9075-99e8657047e8
Freundeskreis	1531ee70-dbeb-487f-94ad-3e5bd18fd34a
Ghasper	44f091a3-242b-4558-ba13-55fc9205bc33
Goa	eb288aef-5323-41a5-a624-680a798b8a12
GoldLink	7cb6e306-a75b-48b4-be00-2c4aa6bbe3a8
GTA	e92d6330-65d2-445e-82e5-b98c683e727b
Hamilton	e5387c79-7c2b-4afb-813a-a97bcdec2712
Hayden James	af3d88d4-ba94-44b4-9a78-87976f1acd42
Hugh Hardie	246a88bb-dcd9-4941-82c7-d4d5c718fbfc
Icicle	fc2c1cb5-fd7b-42f7-99c6-cb8e2a78b68f
Icona Pop	c5f259d0-abd8-418e-81ee-3965fd4e4e9a
Inna	99efca32-eea1-45fb-92cb-8798976a9769
J.R. Writer	a111c7e6-bbb7-43bc-a2dd-f0aee3a592c1
Jasmine Thompson	04e74624-554c-4689-a811-92e6145f40c0
Jimi Hendrix	06fb1c8b-566e-4cb2-985b-b467c90781d4
Joe Ford	33721731-bd8e-4806-bdca-d20fdb8a4f0e
John Lee Hooker	b0122194-c49a-46a1-ade7-84d1d76bd8e9
Johnny Cash	d43d12a1-2dc9-4257-a2fd-0a3bb1081b86
Justin Martin	3b55eb41-78c8-4048-acc4-f5b25af84733
Jürgen Drews	bef3df97-224c-4d3c-b09f-4cefb941dedf
Kaas	290d38c0-301a-4197-be81-46bb4e4b1195
Kandy	4257b692-ab0c-48df-91f8-60487af202d0
KATFYR	9d54a6bd-6f4c-4187-9c32-c43c0a6e292e
Kings of the City	885ff2a5-4ca9-46ae-815a-00fd571e6804
Klangkarussell	dbbd3f1f-1c25-4dd6-b6d0-5a1bc7a3acc1
kloe	e451a593-acb0-4b6d-87ff-e2d4fad10dd6
Koenigleopold	47a355e8-6158-438c-9dc9-a70f6860a08b
Kove	3ccd8183-f0bc-4acd-a4e7-3b1d226d36fd
KRS-One	fc4568b6-cbe3-4a3d-8409-28510c19e3e2
KYLE	75b7ef51-0b2c-4e86-978a-b8a98095eed7
Labrinth	dc99e6fd-c710-4f79-b74b-127b4d0b7849
Lemâitre	7bc012a7-c5cc-4e7a-9ca6-15db02bbcde4
Lenzman	a2e84faa-7c5e-44d4-98cb-0fdbac45ba1b
Lethal	bd50a6c5-cb44-4037-9243-d5b196f9386d
Lionel Richie	3cb25fb2-5547-4b05-adec-1a5e37830d46
LL Cool J	a4dd0e77-83b8-4e92-89b7-effb0e47fd8c
Los Van Van	a23cf927-b533-47e9-a453-384765afb3b1
Louis Prima	b5997eef-2516-491a-a10e-5cee842bbcdc
Ludacris	0638ba22-040f-438d-83a5-9b670c4adaf5
Mac DeMarco	f2492c31-54a8-4347-a1fc-f81f72873bbf
Madonna	79239441-bfd5-4981-a70c-55c3f15c1287
Mandrágora	9e45e2d7-bc9b-4dad-ade6-f507478180d0
Margaret	f3e70772-0a4e-4b90-beb5-df9e2442d12b
Max Herre	598ec1f8-fddf-4be4-aa68-fe7de35a6afc
Maxwell	d252cca8-8214-43e5-b81a-101eb4a1447e
Megadeth	a9044915-8be3-4c7e-b11f-9e2d2ea0a91e
Mighty Oaks	ffa6c35e-4398-4200-8bd8-915f5d470304
Modest Mouse	a96ac800-bfcb-412a-8a63-0a98df600700
Moon Taxi	8d418822-4d8b-4c44-947e-d897eb3be8c4
Mos Def	9f4551c6-1324-4ac5-b3fe-a5c5cfacd54d
Moti	e8680bfe-e216-491b-a8d4-44e6cbfa77a5
Mr. Polska	805e884f-801b-4ab0-afc8-9e75f9e23281
Murdock	9c7058f4-4baa-45dc-9d5e-a04c8cd84900
Nelly	811900b2-68fc-4d41-8bad-69b7a1f4d628
NERVO	6fcc5601-7c5b-4d53-b982-fdaa0aa45314
Nicky Romero	9d5370f0-b4cf-46c2-86f8-b2c342b296e8
Nik Kershaw	6286e04b-7bc1-4f22-bca5-fdd34d1b0d93
Noah Neiman	c7dab94a-14a1-450d-aecf-9e46cc351fc4
OK KID	a4c02d00-fa16-49c2-b055-4c9c84245acb
Ol' Dirty Bastard	d50548a0-3cfd-4d7a-964b-0aef6545d819
Otis Redding	82b1f5fd-cd31-41a9-b5d4-7e33f0eb9751
Paul Mayson	ba06b114-d0fa-4827-a42c-b2d329b0a092
Phoenix	ec5bae34-cd8d-47cb-aa66-60bc0fdce77b
Protoje	eb9ad275-dc6b-4d00-9dea-e60b02313a72
Ray Charles	2ce02909-598b-44ef-a456-151ba0a3bd70
Reid Speed	ad9c1711-1bee-4ce0-969b-08015097fdf2
Moguai	0137acdb-40a4-484c-b2f9-a839c9b1e485
Muddy Waters	f86f1f07-d182-45ce-ae93-ef610880ca72
Mumford & Sons	c44e9c22-ef82-4a77-9bcd-af6c958446d6
oil	bd8f5828-fc4f-4c84-998c-c0817b47cdd3
Oscar Peterson Trio	ed801bdd-f057-41c0-94fb-76cb5676cd59
Paul Ritch	446a6b51-84c1-4318-83d8-2e7fcd492b0f
Pitbull	d262ea27-3ffe-40f7-b922-85c42d625e67
Pusha T	14ecd19f-7121-4192-8549-e5056241a42f
Queen	420ca290-76c5-41af-999e-564d7c71f1a7
R.E.M.	ea4dfa26-f633-4da6-a52a-f49ea4897b58
Randomer	38b7e676-2fda-44ec-bc7c-9f5a9f3623c3
Rollz feat. Katie's Ambition	3fe5fe3a-321d-4c5d-ad47-892d1bd22aa3
Rootkit	d62f29e8-b9d1-47d7-a12a-921a7e1387fc
S.P.Y	abe931fd-bc88-40ee-ba42-f0ef2dc2eba5
Sebastien	06afb7c4-d055-4de6-9936-4b9e57e2a0ef
Slayer	bdacc37b-8633-4bf8-9dd5-4662ee651aec
Speakerbox	47dea644-cdc9-43a3-ab04-8de64051ac7b
Steppenwolf	12ff8858-bfcb-4812-a8dd-7e9debf0cbee
Survivor	dded11f4-f525-4e81-b41f-4bfdf27ccf3d
The Bangles	f31ec2ac-9071-4306-acd1-d2c8321033b5
The Boys Next Door	5a7a3629-e608-4fce-887a-a9028eef1c72
The Lovin' Spoonful	abc08d4f-4e3c-4b5a-b1e8-d324cd6a2f92
The Troggs	4aec87a5-f33e-4bd6-89f2-0c96188c8372
Tonia	63448702-ea9a-444b-90ce-4a46b045b61a
Trebol Clan	5cc919d1-b62a-4090-9a5f-d422b6a29c01
Tua	363b627f-6e47-43f9-9c45-8fd79a063eca
Ty Dolla $ign	c3483e58-d700-4f08-a7ae-ad8c00011c94
Wham!	d570bb31-b9ca-45a4-a2d9-11b186d9c159
Wheatus	741a2892-1c5d-402f-a769-2096356c77d7
Wild Culture	ebae612d-9159-4488-8db0-173f47e2f5bf
Wiley	d0f61299-9caa-4e6b-8b10-2839de120b27
xKore	3291225d-411f-4aa9-a28b-afea026263dd
Adele	cc2c9c3c-b7bc-4b8b-84d8-4fbd8779e493
Agressor Bunx	7fc247a5-beae-421d-a808-8d8ce682f271
Al'Tarba	19e7f2b3-8331-414c-906b-4869daa0eeba
Astronaut & Eyes	3401a281-56b3-49b9-a857-a04f71c20c95
Backstreet Boys	2f569e60-0a1b-4fb9-95a4-3dc1525d1aad
Bare Noize	d4bb9474-7b5f-466e-8381-e79f4a47ea86
Ben esser	edce3b23-fbaa-4e98-a0e0-55c47228a59a
Big Gigantic	f6c003f9-4aae-40ce-8e4c-112d9a1b140c
Bilderbuch	456104db-b21e-46a6-a094-1dd396f4c6a6
Bill Evans	b4a5e374-ed1b-4976-9b86-58d4a9b643a8
Billy Talent	fd429857-5ace-4609-ae54-1502c3bdac11
Bing Crosby	2437980f-513a-44fc-80f1-b90d9d7fcf8f
Bingo Players	8502bd7a-5479-4a8f-a7d9-75003d3d2c74
Bob Marley & The Wailers	ed2ac1e9-d51d-4eff-a2c2-85e81abd6360
Bombs Away	f03d16c4-cb79-436a-9913-30ded5db2a74
Bullet for My Valentine	d530dbf9-69b1-404f-98f2-0431104f5a1e
Bushido	9fed1c87-9616-4c7a-9949-9e586690d891
Charlie Parker	c7356af9-9ea6-4a78-a55b-c73775716312
Chet Baker	1ba1d493-7114-45e2-b163-a36d49a0c065
Creedence Clearwater Revival	44c48a1b-defd-4222-bee6-03f9ee9a7be9
Danny Byrd	1b002a6c-0f6c-4335-aab6-36a74058250f
Decimal Bass	604a54b8-96a1-4901-84fe-624e70a3f9a2
Deepend	a269efe7-0647-4aaa-b670-35f9a8326b25
Disturbed	dc75517c-d268-486d-bd5b-0eaff34eeef9
Eiffel 65	6ee7a715-e0c0-46d0-a215-2e17001699fc
Emalkay	92d8cf58-fda1-4f4d-ab51-c4d6cd21bf5f
Fall Out Boy	516cef4d-0718-4007-9939-f9b38af3f784
Five Knives	4b64ceab-091c-4eaa-8617-cce50ef54690
Florian Picasso	607f4530-7956-4c55-b586-b54bf50fa3a4
Gang Starr	9ef8042a-2528-4f5c-b7c1-5e72b1efe170
Guns N' Roses	eeb1195b-f213-4ce1-b28c-8565211f8e43
Hubert Von Goisern	ab73c63f-4d39-4440-a58d-bbb12184b999
Huge L	600049b6-e3e0-4bad-9287-5b02df752b7b
Issues	fe8b8d22-a1ea-457e-8727-7e143df084b1
Jewelz & Sparks	c29505c0-cf7c-48a8-95f1-447c5e52fb6c
John Dahlbäck	49a9b7ba-6f3d-419c-bfc8-ad9ff5eeb180
John Gibbons	8ac1dc96-c7d7-4dea-ad7d-ef29a0883218
Juelz Santana	bea235a0-db63-44b1-881e-264d25791f5a
Julie London	e7ee5f13-baf5-4a87-b58b-f871c137d4f5
Klaas	3323f0ca-dd99-45a8-9696-971c4c27806a
Kool Savas	2e0d05e0-d147-46e6-be51-8ffed2a9e0da
Kronic	9611671f-d500-4c83-8ea9-a4f79978ce44
Lena	fc926d41-0c89-478b-904a-9fba6fa098f6
Lincoln Jesser	e6c94c23-5355-4eec-991e-e37c8239d96f
Logic	b2f45ca6-2c92-438c-b037-ad4d8b92e90e
Logistics	49dca5fc-30b2-46be-93bd-033c53425e07
Lucian	bc3c0655-ba79-48fb-8826-20c761640a5a
Ludwig Hirsch	a3ca7670-cd35-4feb-b062-fc3dd7e06792
Lynyrd Skynyrd	c544ed4d-2390-4442-a83e-1ea2883b09c8
Majoe	789e5890-35df-421d-8c37-c42665722743
Major Look	180d46d6-7f00-4882-8d71-44f713ca3f1f
Mariah Carey	494e8d09-f85b-4543-892f-a5096aed1cd4
Mellow Mark	4002ee2f-7035-4e79-8082-bf3837b17c45
Metrickz	d4607504-9a95-4176-ac0d-fe1549167353
MGMT	c485632c-b784-4ee9-8ea1-c5fb365681fc
Mike Rigler	edf5e14c-a124-4f1a-a42a-089ff8e898de
Mike Williams	e17845f0-ade0-4d66-95fc-2d8c723a87a6
Moleman	138cab35-a8b4-4017-ba0d-350ac8cee639
Nelly Furtado	13655113-cd16-4b43-9dca-cadbbf26ee05
New Found Glory	6acb932e-840d-47ac-8e0d-725ad8a6e52c
Nickelback	bc710bcf-8815-42cf-bad2-3f1d12246aeb
Nipsey Hussle	410bbb19-8309-4a0b-9f87-3d65bde4a826
North Base	ef1af49e-611c-46a2-8b82-9e841477131e
Point Point	aacea334-1ea4-42d6-a700-514a4d02658e
Porter Robinson	4ae36ade-1798-48c4-b06b-cc68b7d3d83f
Portugal. The Man	3599a39e-4e10-4cb5-90d4-c8a015ebc73b
Prolix	d32473a4-8bc3-4985-b35a-9535afdd368b
Quintino	4c861d23-fc53-49ff-a64f-245dce70c779
Rain Man	1d4e2109-9cf6-4c85-a7a8-3dc57688c2eb
Rodriguez Jr.	e2cf5b7b-63fa-4975-8b2d-bcefcd698ceb
Rymz	c35f4c87-1ee2-44ef-a807-968623f934f6
Savoy	89d03474-2f5f-45fe-839e-209a2728dc9c
Scott Hamilton	8554cf23-a0d1-4458-9c72-be2417d44b94
Shapeshifter	fc329c1b-2f2e-4977-beb9-6ee2a171c64a
Ska-P	2de794c8-8826-48d0-90e0-6900183ba9e0
Slavonske Lole	86b510a3-b939-4fc4-9f71-94c6e7018f57
Snails	29eac6d5-66ae-4800-868b-c8857d8e4be5
Sonny & Cher	c43d2302-02db-487b-b62d-8cb3c57f94c6
Spada	320ceeb4-a285-4d64-a41d-2de86c4505cc
Stanton Warriors	ba07d1f0-9839-43f5-b88e-f4b93b6b05f1
Stereo Express	b5659d49-bd8d-409f-9577-03cd63d4e4ef
Sudden	e33f1f0a-6899-4483-9060-81dc8f3a592f
Tayler Buono	1ffe0463-0e04-46bd-83aa-4dd4e65210f0
Tez Cadey	31f16777-c79c-4691-9e67-766e89f2ca2f
The Noisy Freaks	9623bc3c-efbd-422b-8133-f0b3abc4cd71
The Roots	a9667e1a-cc53-412e-ae6d-72e24b79cfa8
The Showdown	0f1c6164-8ab1-4410-a788-358d63816154
The Zombies	720f4d86-cab5-463d-98bc-5d4bf5c3470e
Them	dbd8e1e8-b3d5-4c5f-9343-bbe5e86380a6
Tiësto	aabb1d9f-be12-45b3-a84d-a1fc3e8181fd
Torro Torro	43de1e5c-2f7a-421b-84fa-48bd4b3b18f4
Tory Lanez	5b8ec72b-9e39-4a06-a2bf-964166b92a71
Wet	f632986c-1c36-477c-bafb-ec36459cff52
Wildstylez	43fca023-da2f-4cc8-baaa-648cac5323bd
Will Mercer	442d465b-6005-4c32-bdca-b2047412c37b
Will Smith	a663d7d0-754b-40e2-9ea3-3c6c39fd5937
Will Sparks	75b187e8-7848-4cc6-93f4-73fe4b3ad5b2
Willie Colón	f1edfbed-9315-4550-859c-599cc3fdee57
Willie Nelson	668fd73c-bf54-4310-a139-305517f05311
Willow Beats	0167132f-f0b1-45b8-b62c-99248839c41c
Wiwek	11f42466-c4a6-483a-9965-f449e07b868c
Wizkid	efc5d365-a448-4e2f-9b5f-4a7c84be725c
Wolfmother	f0c8f75f-8736-4b1d-b312-9349fcff321d
Wretch 32	9a3b2d4a-2da4-49c6-9ab3-c680434dbabf
Wrongtom Meets Deemas J	0e9cfaf2-5739-4ce6-ac6e-9f000a16a213
Wynton Marsalis	0d74dcc7-5684-4695-830f-a9846aad8ba9
Xavier Rudd	6689a626-4de7-41d5-9ec3-5a289472a9e2
Xriz	ac1feb26-e1f9-4a8c-9831-40e6b56c8a2a
XS Project	99ba2559-4e71-4b8c-adc0-b4dae82257d7
Y'akoto	9ff6febe-2e43-4d46-8011-667586c24cfc
Yasha	d8132659-23e9-4d68-bb48-b37396883326
Yeah Yeah Yeahs	584c04d2-4acc-491b-8a0a-e63133f4bfc4
Yelawolf	13513a8a-e9a8-4367-b9e4-410fef5bed3a
Yerba Buena	92c199e0-8b83-45bf-b134-b2e66a241e66
Young Zee	09a23d06-ca74-409f-9665-46122318b0ae
Zack Hemsey	7fa6329f-9aa6-44c9-b2fa-8a0107c20012
Zomby	21a6751e-887e-4eae-9989-de45d452feb6
Zoot Sims	d17b505f-a6e3-44e7-afcc-415d407c414f
Jacques Greene	a64a323b-4df9-48b5-a277-4cfc3f30a34f
Jake Bugg	0d9905e6-add6-4713-94ca-9f686f9b5e9b
Jakwob	4d3ca5a1-82db-4474-a462-3d1c80b32ea1
James Carter	a8880ecc-10d8-4492-b17e-02715d160b56
James Zabiela	e94c0b11-6ae8-4332-826c-938127d45051
Jamie T	bc883961-64d4-46b3-8b1c-64009854291c
Jamie xx	d1515727-4a93-4c0d-88cb-d7a9fce01879
Jan Blomqvist	cccd1fad-a7bb-4a79-90d1-a2d7e1f8db17
Jan Leyk	e9708365-dd0d-4665-bbda-8754ef1044ce
Janiva Magness	db62fc2b-99c2-418a-a1f4-111b11f0ec41
Jarabe de Palo	38b511a2-76fa-4a1e-9b7a-e2a6efa6399b
Jason Burns	0148e515-79e4-4d59-a2e8-f1dc675fcabd
Jay & The Americans	4d3279bc-b3de-45da-aa2c-2274ef08c6dd
Jay Rock	9880800a-f6f8-4f8f-a00e-b4b664776c0c
Jay Santos	ee1b8dba-dc02-470c-a650-4096d6e8319e
Jaymes Young	1c494195-f8b9-456f-8516-42695bfae57b
Jennifer Lopez	f0602f55-1770-483d-89bd-4bae0d0ac086
Jeremy Olander	e0f6ad27-cedb-4733-b824-0be138d4dfc4
Jerry Lee Lewis	b59ac58d-036e-4bba-8112-c32a34c4575b
Jessie Ware	6ed40778-8d03-4a5c-ad35-93cf814627c9
Jet	ce9e8a37-2424-404b-ada5-291547fbd807
Jez Dior	cb187410-9cfe-4b28-a70c-ce0449a642b7
Jigg	64f6149e-d260-4667-934e-63547bcbc66d
Jim Black	c6d9e246-e852-44d3-9a13-b5eccbfcbfbe
Jimmy Cliff	2caa54a7-b08c-41da-b892-3a41abe778be
Jimmy Eat World	bbc5b66b-d037-4f26-aecf-0b129e7f876a
Jimmy Ruffin	e39c7351-7110-41e9-9328-ca08df0921cc
Joanne Shaw Taylor	1b3779c0-7414-465a-b811-a84f07131b89
joco	2bedeb77-cd02-4917-b6d9-3a0986911747
Joe Bonamassa	984f8239-8fe1-4683-9c54-10ffb14439e9
Joe Cocker	32f2d6bd-c22b-42cf-a7bc-0c4b48cd2bcb
Joe Goddard	cfe625e1-a5ce-4c48-a4a4-d781c44fb64f
Joe Hertz	7151876c-a5ad-4c06-8bd6-f3312c8f6833
Joe Jackson	e6fe63ef-5fb8-4f83-a59d-fc13d85d5454
Joe Lovano	f3f7cd82-7967-4c53-9db8-039bb24498c1
Joel Fletcher	40d7c058-51f1-4cc3-9eda-6d514b54a292
John De Sohn	a695f35d-099c-4841-a1af-3c2c06011c4f
John Tesh	c71ef2f7-da87-4f6c-a670-6b0221b04ff1
John Williams	fb9719bf-c477-4223-b319-986eb4168a91
Johnny Hartman	356abadf-a35c-4f93-baa2-9977b1c14046
Jon Rundell	7e9ba080-6c51-44d8-83d5-ae4e6955a4f3
Jon Sine	08f89df0-bfe6-4c30-aae7-95b710a63813
Joris Delacroix	f2c454ec-69a2-49a7-a79c-eaabef25ba44
Joseph Capriati	b523b6b8-f2ea-4d6c-ba23-f25e02715727
Joshua Radin	24762087-34ce-4f65-b743-7d8402cf30dd
José James	481c8894-c898-4332-8882-db5a90c318e1
Julia Sheer	cd630fd1-ea5c-4a09-ab11-df3454f35c73
Julian Jeweil	8355538f-34f1-4347-a090-5f1bd259c41a
July Talk	e3ba77a0-2f73-4893-98f4-5e5709dc854b
Jupe	07691a33-4bbb-4dd8-9676-9f071d3b5861
K.D.A.	468dc30c-4a4b-44bf-a674-3c0e55ce5db4
Kabuki	8c531d0e-d264-4946-b866-eb6a627494f1
Kasra	7b0b0643-1c98-4b81-a988-206a11c0ad99
Kastelruther Spatzen	020b54b4-9263-4300-8ddd-a1a383481b6e
Katie Melua	39e32995-6515-40b2-a6f0-841524047edc
KDrew	11176b7a-5060-42f3-bc13-5851ad2f664c
Kean Sanders	b1b1e2c3-969b-4964-b167-02b65f1651d8
Keith Jarrett	061c4920-3ea6-4835-98f6-02f3b82f5e3a
Kelis	1239d1bc-cc09-43e0-bcd0-374f60346138
Kenny Loggins	15042d2b-2d4c-4451-a96a-6f547642de13
Kenny Wayne Shepherd Band	c5f42b91-82b9-466c-891c-a9cc391b50bc
Kettcar	315fa94f-3bb5-43db-a28e-406a83e9805c
Kevin Gates	0c41b966-12e8-4c9b-87ea-af47798987b6
Khaled	b4a479aa-4384-4acf-88b0-dee9188faeb5
Kid Thomas	7a771213-507e-4399-b463-93f9842da82e
Kill Paris	cfa44aeb-2cfa-40ff-b2bf-cef345312325
Killer Mike	47864525-aea7-439a-800f-17c57e51cbcc
Kim Carnes	600c5212-a8e6-458e-bd3f-78b6fbfe329a
King 810	977673cb-c160-4a8c-81e0-b2dad6b0192f
King Fantastic	93628342-c236-4b2d-a0ce-cd9df3c886ad
Kirko Bangz	7e08b1ef-cc96-4b9c-a175-e64aa022bc1d
KLANGtherapeuten	eae28a29-a37c-473b-8c79-e895e31ebccc
KOAN Sound	0cc1935d-712d-40b0-b1a9-27e23777a302
Koen Groeneveld	7d96c366-bf30-472a-8945-93d22ab0fb26
Kollektiv Turmstrasse	68205877-7c7b-45c7-adb6-2edb9b380e2f
Konichi	cf449aef-b101-4cc0-ae69-41d4b463a073
Kranium	524f32a9-32ec-4b9a-b96b-c6c4cf986d76
Krunk!	6d9ca5f4-5eb9-4a77-8734-bd233cb0280e
Kyla La Grange	082e714f-be12-4890-ae83-6203bd9c7d2a
L D R U	fd02b7ec-1e45-439e-a28b-09215bdc03cb
La Plata Sextette	ed1e2341-6c4d-4937-8ff2-97b3b0c5a1a4
Laidback Luke	281e12a2-ad6e-46e8-b813-bdcbbea5e35e
Landis	6ae959b8-afd5-4a5c-b083-234eb27eef26
Landslide	f601a3a7-de76-48f4-b11f-2b0330e3e62a
Latch Key Kid	bab21a94-5665-4618-b781-1689fc74b47d
Laurel Halo	cb5704af-3ef1-485f-bb7f-e43cf40170a7
Lee Bains III & The Glory Fires	c95f867b-2191-4b8b-a0de-546606c1e476
Lee Foss	ec6477a4-94e4-43ac-b6dc-b205e38a6a6e
Lenny Kravitz	0ef3f425-9bd2-4216-9dd2-219d2fe90f1f
Leonard Cohen	65314b12-0e08-43fa-ba33-baaa7b874c15
Less Than Jake	e54e065f-0ce6-4779-9a9a-afd7b997471f
Lexer	f937dad0-316b-4ab3-88ee-6becc37091bd
Lil Jon	a95384b1-6aec-468c-ae0d-8c6daf87c4c2
Lina	e001c43a-6206-4d7a-aedf-47d003fe1920
Linda Lyndell	febf6263-4565-459c-9a20-444ebd8c1f98
Liquid Stranger	c1281222-c989-4987-a87e-9a42a65727f0
Lisa Mitchell	d00c1b10-04f0-49eb-b9ff-315093c0b25f
Lissat & Voltaxx	a81ede13-c400-4f88-a247-cb3c2c21fdb2
Lit	5ccb9a53-092d-4806-b337-470a582893d7
Little Comets	b44e041b-e290-4fe2-800f-84d737058a03
Little Eva	531643e6-b3ba-4c7f-9d0d-f2831dc42317
Liv	8d97bda3-8413-44e8-a125-78c8204c3c65
LMFAO	ed5d9086-e8cd-473a-b96c-d81ad6c98f0d
Local Natives	1bbf31dc-dbc0-4a7a-bf3f-48bc665878e1
Looking Glass	7458516e-4839-4706-b186-dce0e350edf1
Loop	ca80f7a8-81af-468e-9876-d8693c72d7ae
Los Compadres	85f1a52f-83d6-4742-b7b9-862af416e476
Los Guaracheros De Oriente	f93a2723-e667-4e83-9803-5aac2b8842c5
Lou Bega	64f9c914-74a0-4f6b-8589-6261851b0ab9
LOUDPVCK	9280208a-47f3-47a6-9001-0e0b254bd7f8
Love Affair	cdf49cac-4cb6-4817-a6fd-ee31932b26a6
Lucy Rose	c79df192-153f-4cc3-b9bf-9c36bc797c73
Luke Potter	bdc01330-2388-47fc-996a-bf5f927ccdb7
Lorn	d7f7f338-7715-4a67-9589-586f70957824
Elvis Costello & The Attractions	8a338e06-d182-46f2-bd16-30a09bc840ba
2NE1	e119e5ff-0de0-421c-a630-0516c6acede8
Modern English	78605d0c-7454-456d-934c-51eb46122566
Aqua	c2aa7d6f-ea94-4ee1-b138-deab27b280d3
Captain Beefheart & His Magic Band	8dcd04e4-7695-4d80-bae9-1d7d680a38ef
Weval	cda72260-9583-4fc5-95a2-ce5de94d7c99
Puscifer	6e4277d8-7b64-44a3-b823-13bd15114e22
Peter Broderick	e60a4481-472a-42cf-a84d-6a9419e4e5e3
Julia Holter	45610c1f-41a4-44f1-9da6-227510073ffc
IAMX	e4d05411-9a3d-452e-8b0e-a55b86b7cf85
Dave Matthews Band	07e748f1-075e-428d-85dc-ce3be434e906
Antônio Carlos Jobim	7a8dbe84-f4c0-4457-bfa3-edced1f8cde0
Rick James	cba9cec2-be8d-41bd-91b4-a1cd7de39b0c
Animals as Leaders	5c2d2520-950b-4c78-84fc-78a9328172a3
The Runaways	ded0d67a-eb71-4fe9-83c0-1d18b8ed497e
Katrina and the Waves	a57505c9-6b43-4861-a498-fe00b349d591
Story of the Year	e2c3c508-f0ab-49af-92c9-a81d66d67405
Pennywise	5c210861-2ce2-4be3-9307-bbcfc361cc01
Devin Townsend Project	b00cb756-0259-4a50-bbcb-ad22186c5518
HammerFall	abf5f674-dbad-4219-b3ad-dbd6fb163c8e
Kongos	7bbd2f4c-b5b3-4ed1-92ce-53aef244f00d
Би-2	5ca35ace-4006-4d4a-af04-5cd91dafab14
Steve Winwood	885f90ef-6bd9-409a-b2df-e165e553c68e
Midnight Oil	05072650-4b05-4e8b-83d0-dba2576e306a
Suicide	a641ecb0-9cd3-47b4-b7f1-e82c50b45484
Stratovarius	c3d6fdd5-67c5-453e-87e3-d17a00a52879
Ensiferum	6e64cbfa-1a60-450e-81f4-c044c868ab24
Buddy Holly	d352f5dd-3023-4565-a7bb-52396bf8821d
Little Richard	95c2339b-8277-49a6-9aaf-08d8eeeaa0be
La Femme	559211a5-2a51-4346-ba84-5cc74821a1cd
The Strumbellas	2a9b17db-4f22-4ffa-a547-4fdfda1ce946
Redbone	b3fa0e6f-93db-4aa5-b76e-393e24de35ba
The Charlatans	e788183b-1ca9-4c79-b3fc-78c924dcedcc
Iced Earth	8a0e10a9-80c7-40e0-bf5b-89f1d57f9537
The World Is a Beautiful Place & I Am No Longer Afraid to Die	f650539c-890f-4f05-b2c8-258ec098e338
Kent	ffb2d3e3-a4cc-48cf-8fb0-f2f846e9d7b9
Kid Rock	ad0ecd8b-805e-406e-82cb-5b00c3a3a29e
Teen Daze	6ae38268-01a7-413b-8827-80dab10794c9
TWICE	d594ff3d-d3ca-4d2e-bb6a-a7dada9af0c5
Nothing More	6def3fa9-836f-4b50-8815-b96cc92e63b8
Soilwork	d8d1b067-78bb-4db7-8f91-db2ff9a83ee5
Friendly Fires	ef656595-bbe8-4386-8953-be8df9f54472
Biosphere	a5ee1ebe-a645-45d2-8319-d101fe62e581
Rogue Wave	6aa55ee1-4c46-4f7c-9a6d-5051dfe2c06d
Kim Wilde	4b462375-c508-432a-8c88-ceeec38b16ae
Prophets Of Rage	cb474c50-f48f-439b-8f13-88ab804069f4
The Raveonettes	79255a50-40df-447f-9612-2cf669080196
While She Sleeps	24e58672-0956-4e3b-87a4-aaf3d52094aa
Martha Reeves & The Vandellas	9d1bc10a-24fe-4b41-8338-ea92d8101a09
Collective Soul	aa266ac7-d919-4132-982e-76cbd95591a7
Jordin Sparks	5508631d-697f-4839-a669-06637e5bcb90
Quiet Riot	5c6acb91-4b9b-4245-b92f-e817295c4ed0
Gustavo Santaolalla	3abc3eb1-7318-41d2-a52b-cbe14a14d8a0
The Guess Who	4c567499-3a26-40e3-9471-20feb6c73767
Joe Satriani	29762c82-bb92-4acd-b1fb-09cc4da250d2
Blake Shelton	2ad66473-ccb3-41d2-8756-b56680cdfe62
Damien Jurado	f4805b9d-68f8-438e-8f13-ec7bcb4c8581
Nazareth	88f219d8-4140-4191-af4b-de81c7c587c4
Serge Gainsbourg	bd6155ce-d874-4258-bd27-bbdd77c6f181
Cássia Eller	b3b9eb0c-d0b4-4570-b816-4e05e308b444
